stop,lap,milliseconds,year,round,gp_name,date,driverRef,number,code,forename,surname,nationality,circuitRef,track_name,location,country,alt
1,11,23012,2013,10,Hungarian Grand Prix,28/07/13,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
1,11,22303,2013,10,Hungarian Grand Prix,28/07/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
1,12,21599,2013,10,Hungarian Grand Prix,28/07/13,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
1,13,22054,2013,10,Hungarian Grand Prix,28/07/13,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
1,13,22161,2013,10,Hungarian Grand Prix,28/07/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
1,13,22465,2013,10,Hungarian Grand Prix,28/07/13,pic,\N,PIC,Charles,Pic,French,hungaroring,Hungaroring,Budapest,Hungary,264
1,20,22159,2013,10,Hungarian Grand Prix,28/07/13,jules_bianchi,17,BIA,Jules,Bianchi,French,hungaroring,Hungaroring,Budapest,Hungary,264
1,21,22323,2013,10,Hungarian Grand Prix,28/07/13,chilton,4,CHI,Max,Chilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
1,23,21762,2013,10,Hungarian Grand Prix,28/07/13,webber,\N,WEB,Mark,Webber,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
1,23,22323,2013,10,Hungarian Grand Prix,28/07/13,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
1,23,22425,2013,10,Hungarian Grand Prix,28/07/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
1,24,22107,2013,10,Hungarian Grand Prix,28/07/13,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
2,25,22267,2013,10,Hungarian Grand Prix,28/07/13,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
2,26,22723,2013,10,Hungarian Grand Prix,28/07/13,resta,\N,DIR,Paul,di Resta,British,hungaroring,Hungaroring,Budapest,Hungary,264
2,27,22831,2013,10,Hungarian Grand Prix,28/07/13,garde,\N,VDG,Giedo,van der Garde,Dutch,hungaroring,Hungaroring,Budapest,Hungary,264
2,28,21880,2013,10,Hungarian Grand Prix,28/07/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,hungaroring,Hungaroring,Budapest,Hungary,264
2,29,22628,2013,10,Hungarian Grand Prix,28/07/13,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
2,30,22282,2013,10,Hungarian Grand Prix,28/07/13,vergne,25,VER,Jean-Éric,Vergne,French,hungaroring,Hungaroring,Budapest,Hungary,264
2,31,21454,2013,10,Hungarian Grand Prix,28/07/13,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
2,31,21753,2013,10,Hungarian Grand Prix,28/07/13,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
2,33,22612,2013,10,Hungarian Grand Prix,28/07/13,bottas,77,BOT,Valtteri,Bottas,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
2,34,21863,2013,10,Hungarian Grand Prix,28/07/13,vettel,5,VET,Sebastian,Vettel,German,hungaroring,Hungaroring,Budapest,Hungary,264
2,34,22249,2013,10,Hungarian Grand Prix,28/07/13,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
2,33,22221,2013,10,Hungarian Grand Prix,28/07/13,jules_bianchi,17,BIA,Jules,Bianchi,French,hungaroring,Hungaroring,Budapest,Hungary,264
2,35,22606,2013,10,Hungarian Grand Prix,28/07/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
2,34,22301,2013,10,Hungarian Grand Prix,28/07/13,chilton,4,CHI,Max,Chilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
3,37,16453,2013,10,Hungarian Grand Prix,28/07/13,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
2,37,22496,2013,10,Hungarian Grand Prix,28/07/13,button,22,BUT,Jenson,Button,British,hungaroring,Hungaroring,Budapest,Hungary,264
2,38,22722,2013,10,Hungarian Grand Prix,28/07/13,perez,11,PER,Sergio,Pérez,Mexican,hungaroring,Hungaroring,Budapest,Hungary,264
2,38,21996,2013,10,Hungarian Grand Prix,28/07/13,ricciardo,3,RIC,Daniel,Ricciardo,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
2,38,22450,2013,10,Hungarian Grand Prix,28/07/13,pic,\N,PIC,Charles,Pic,French,hungaroring,Hungaroring,Budapest,Hungary,264
3,40,16512,2013,10,Hungarian Grand Prix,28/07/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
2,42,21643,2013,10,Hungarian Grand Prix,28/07/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,hungaroring,Hungaroring,Budapest,Hungary,264
2,43,22349,2013,10,Hungarian Grand Prix,28/07/13,webber,\N,WEB,Mark,Webber,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
3,44,22384,2013,10,Hungarian Grand Prix,28/07/13,garde,\N,VDG,Giedo,van der Garde,Dutch,hungaroring,Hungaroring,Budapest,Hungary,264
4,47,22451,2013,10,Hungarian Grand Prix,28/07/13,grosjean,8,GRO,Romain,Grosjean,French,hungaroring,Hungaroring,Budapest,Hungary,264
3,46,23030,2013,10,Hungarian Grand Prix,28/07/13,jules_bianchi,17,BIA,Jules,Bianchi,French,hungaroring,Hungaroring,Budapest,Hungary,264
3,48,21753,2013,10,Hungarian Grand Prix,28/07/13,alonso,14,ALO,Fernando,Alonso,Spanish,hungaroring,Hungaroring,Budapest,Hungary,264
3,48,21612,2013,10,Hungarian Grand Prix,28/07/13,massa,19,MAS,Felipe,Massa,Brazilian,hungaroring,Hungaroring,Budapest,Hungary,264
3,48,21854,2013,10,Hungarian Grand Prix,28/07/13,rosberg,6,ROS,Nico,Rosberg,German,hungaroring,Hungaroring,Budapest,Hungary,264
3,48,23027,2013,10,Hungarian Grand Prix,28/07/13,resta,\N,DIR,Paul,di Resta,British,hungaroring,Hungaroring,Budapest,Hungary,264
3,50,22136,2013,10,Hungarian Grand Prix,28/07/13,hamilton,44,HAM,Lewis,Hamilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
3,50,23756,2013,10,Hungarian Grand Prix,28/07/13,vergne,25,VER,Jean-Éric,Vergne,French,hungaroring,Hungaroring,Budapest,Hungary,264
3,51,24796,2013,10,Hungarian Grand Prix,28/07/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,hungaroring,Hungaroring,Budapest,Hungary,264
3,50,23257,2013,10,Hungarian Grand Prix,28/07/13,chilton,4,CHI,Max,Chilton,British,hungaroring,Hungaroring,Budapest,Hungary,264
3,55,21666,2013,10,Hungarian Grand Prix,28/07/13,vettel,5,VET,Sebastian,Vettel,German,hungaroring,Hungaroring,Budapest,Hungary,264
3,59,22022,2013,10,Hungarian Grand Prix,28/07/13,webber,\N,WEB,Mark,Webber,Australian,hungaroring,Hungaroring,Budapest,Hungary,264
1,9,24219,2013,11,Belgian Grand Prix,25/08/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,22872,2013,11,Belgian Grand Prix,25/08/13,massa,19,MAS,Felipe,Massa,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,10,23475,2013,11,Belgian Grand Prix,25/08/13,resta,\N,DIR,Paul,di Resta,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,10,24070,2013,11,Belgian Grand Prix,25/08/13,vergne,25,VER,Jean-Éric,Vergne,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,11,23397,2013,11,Belgian Grand Prix,25/08/13,hamilton,44,HAM,Lewis,Hamilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,11,23327,2013,11,Belgian Grand Prix,25/08/13,sutil,99,SUT,Adrian,Sutil,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,11,27059,2013,11,Belgian Grand Prix,25/08/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,12,22893,2013,11,Belgian Grand Prix,25/08/13,rosberg,6,ROS,Nico,Rosberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,13,22631,2013,11,Belgian Grand Prix,25/08/13,alonso,14,ALO,Fernando,Alonso,Spanish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,13,23004,2013,11,Belgian Grand Prix,25/08/13,webber,\N,WEB,Mark,Webber,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,13,17378,2013,11,Belgian Grand Prix,25/08/13,perez,11,PER,Sergio,Pérez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,14,22685,2013,11,Belgian Grand Prix,25/08/13,vettel,5,VET,Sebastian,Vettel,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,14,23744,2013,11,Belgian Grand Prix,25/08/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,14,23411,2013,11,Belgian Grand Prix,25/08/13,bottas,77,BOT,Valtteri,Bottas,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,14,24083,2013,11,Belgian Grand Prix,25/08/13,jules_bianchi,17,BIA,Jules,Bianchi,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,15,24968,2013,11,Belgian Grand Prix,25/08/13,garde,\N,VDG,Giedo,van der Garde,Dutch,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,15,24013,2013,11,Belgian Grand Prix,25/08/13,chilton,4,CHI,Max,Chilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,16,23144,2013,11,Belgian Grand Prix,25/08/13,ricciardo,3,RIC,Daniel,Ricciardo,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,17,22465,2013,11,Belgian Grand Prix,25/08/13,button,22,BUT,Jenson,Button,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,18,22597,2013,11,Belgian Grand Prix,25/08/13,perez,11,PER,Sergio,Pérez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,19,22761,2013,11,Belgian Grand Prix,25/08/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,22,23445,2013,11,Belgian Grand Prix,25/08/13,grosjean,8,GRO,Romain,Grosjean,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,24,23334,2013,11,Belgian Grand Prix,25/08/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,24,24539,2013,11,Belgian Grand Prix,25/08/13,vergne,25,VER,Jean-Éric,Vergne,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,25,23723,2013,11,Belgian Grand Prix,25/08/13,rosberg,6,ROS,Nico,Rosberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,25,23540,2013,11,Belgian Grand Prix,25/08/13,resta,\N,DIR,Paul,di Resta,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,26,22682,2013,11,Belgian Grand Prix,25/08/13,hamilton,44,HAM,Lewis,Hamilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,26,22634,2013,11,Belgian Grand Prix,25/08/13,massa,19,MAS,Felipe,Massa,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,26,23655,2013,11,Belgian Grand Prix,25/08/13,sutil,99,SUT,Adrian,Sutil,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,27,35228,2013,11,Belgian Grand Prix,25/08/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,28,22444,2013,11,Belgian Grand Prix,25/08/13,alonso,14,ALO,Fernando,Alonso,Spanish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,28,22712,2013,11,Belgian Grand Prix,25/08/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,28,23540,2013,11,Belgian Grand Prix,25/08/13,bottas,77,BOT,Valtteri,Bottas,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,28,23961,2013,11,Belgian Grand Prix,25/08/13,jules_bianchi,17,BIA,Jules,Bianchi,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,29,23477,2013,11,Belgian Grand Prix,25/08/13,webber,\N,WEB,Mark,Webber,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,29,23998,2013,11,Belgian Grand Prix,25/08/13,garde,\N,VDG,Giedo,van der Garde,Dutch,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,30,22884,2013,11,Belgian Grand Prix,25/08/13,vettel,5,VET,Sebastian,Vettel,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,29,23916,2013,11,Belgian Grand Prix,25/08/13,chilton,4,CHI,Max,Chilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,33,22871,2013,11,Belgian Grand Prix,25/08/13,ricciardo,3,RIC,Daniel,Ricciardo,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,32,17427,2013,11,Belgian Grand Prix,25/08/13,chilton,4,CHI,Max,Chilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,34,23317,2013,11,Belgian Grand Prix,25/08/13,button,22,BUT,Jenson,Button,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,38,30894,2013,11,Belgian Grand Prix,25/08/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,41,17433,2013,11,Belgian Grand Prix,25/08/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,1,30975,2013,12,Italian Grand Prix,08/09/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,13,24460,2013,12,Italian Grand Prix,08/09/13,hamilton,44,HAM,Lewis,Hamilton,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,17,25569,2013,12,Italian Grand Prix,08/09/13,pic,\N,PIC,Charles,Pic,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,18,26302,2013,12,Italian Grand Prix,08/09/13,garde,\N,VDG,Giedo,van der Garde,Dutch,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,20,27040,2013,12,Italian Grand Prix,08/09/13,grosjean,8,GRO,Romain,Grosjean,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,21,24450,2013,12,Italian Grand Prix,08/09/13,button,22,BUT,Jenson,Button,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,22,24319,2013,12,Italian Grand Prix,08/09/13,ricciardo,3,RIC,Daniel,Ricciardo,Australian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,22,25933,2013,12,Italian Grand Prix,08/09/13,perez,11,PER,Sergio,Pérez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,22,25541,2013,12,Italian Grand Prix,08/09/13,jules_bianchi,17,BIA,Jules,Bianchi,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,23,24305,2013,12,Italian Grand Prix,08/09/13,vettel,5,VET,Sebastian,Vettel,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,23,24205,2013,12,Italian Grand Prix,08/09/13,webber,\N,WEB,Mark,Webber,Australian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,23,26146,2013,12,Italian Grand Prix,08/09/13,chilton,4,CHI,Max,Chilton,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,24,24692,2013,12,Italian Grand Prix,08/09/13,massa,19,MAS,Felipe,Massa,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,24,25633,2013,12,Italian Grand Prix,08/09/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,24,26873,2013,12,Italian Grand Prix,08/09/13,sutil,99,SUT,Adrian,Sutil,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,24,25397,2013,12,Italian Grand Prix,08/09/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,25,24665,2013,12,Italian Grand Prix,08/09/13,bottas,77,BOT,Valtteri,Bottas,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,26,24079,2013,12,Italian Grand Prix,08/09/13,rosberg,6,ROS,Nico,Rosberg,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,27,24208,2013,12,Italian Grand Prix,08/09/13,alonso,14,ALO,Fernando,Alonso,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,27,24668,2013,12,Italian Grand Prix,08/09/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,30,24764,2013,12,Italian Grand Prix,08/09/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,38,24315,2013,12,Italian Grand Prix,08/09/13,hamilton,44,HAM,Lewis,Hamilton,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,38,26363,2013,12,Italian Grand Prix,08/09/13,pic,\N,PIC,Charles,Pic,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,39,33200,2013,12,Italian Grand Prix,08/09/13,garde,\N,VDG,Giedo,van der Garde,Dutch,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,25,29176,2013,13,Singapore Grand Prix,22/09/13,alonso,14,ALO,Fernando,Alonso,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,30293,2013,13,Singapore Grand Prix,22/09/13,grosjean,8,GRO,Romain,Grosjean,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,29136,2013,13,Singapore Grand Prix,22/09/13,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,30085,2013,13,Singapore Grand Prix,22/09/13,button,22,BUT,Jenson,Button,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,33013,2013,13,Singapore Grand Prix,22/09/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,29396,2013,13,Singapore Grand Prix,22/09/13,perez,11,PER,Sergio,Pérez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,30253,2013,13,Singapore Grand Prix,22/09/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,31706,2013,13,Singapore Grand Prix,22/09/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,30166,2013,13,Singapore Grand Prix,22/09/13,sutil,99,SUT,Adrian,Sutil,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,30444,2013,13,Singapore Grand Prix,22/09/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,32008,2013,13,Singapore Grand Prix,22/09/13,pic,\N,PIC,Charles,Pic,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,26,37700,2013,13,Singapore Grand Prix,22/09/13,garde,\N,VDG,Giedo,van der Garde,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,33,73009,2013,13,Singapore Grand Prix,22/09/13,grosjean,8,GRO,Romain,Grosjean,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,39,29999,2013,13,Singapore Grand Prix,22/09/13,vergne,25,VER,Jean-Éric,Vergne,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,40,28909,2013,13,Singapore Grand Prix,22/09/13,webber,\N,WEB,Mark,Webber,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,40,31230,2013,13,Singapore Grand Prix,22/09/13,sutil,99,SUT,Adrian,Sutil,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,40,29421,2013,13,Singapore Grand Prix,22/09/13,jules_bianchi,17,BIA,Jules,Bianchi,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,41,29616,2013,13,Singapore Grand Prix,22/09/13,rosberg,6,ROS,Nico,Rosberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,41,30175,2013,13,Singapore Grand Prix,22/09/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,41,29687,2013,13,Singapore Grand Prix,22/09/13,chilton,4,CHI,Max,Chilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,42,29777,2013,13,Singapore Grand Prix,22/09/13,resta,\N,DIR,Paul,di Resta,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,42,29573,2013,13,Singapore Grand Prix,22/09/13,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,42,33836,2013,13,Singapore Grand Prix,22/09/13,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,42,30141,2013,13,Singapore Grand Prix,22/09/13,garde,\N,VDG,Giedo,van der Garde,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,43,30085,2013,13,Singapore Grand Prix,22/09/13,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,44,28934,2013,13,Singapore Grand Prix,22/09/13,vettel,5,VET,Sebastian,Vettel,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,54,31546,2013,13,Singapore Grand Prix,22/09/13,pic,\N,PIC,Charles,Pic,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,10,29469,2013,13,Singapore Grand Prix,22/09/13,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,10,29573,2013,13,Singapore Grand Prix,22/09/13,jules_bianchi,17,BIA,Jules,Bianchi,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,11,29364,2013,13,Singapore Grand Prix,22/09/13,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,11,29736,2013,13,Singapore Grand Prix,22/09/13,vergne,25,VER,Jean-Éric,Vergne,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,11,31841,2013,13,Singapore Grand Prix,22/09/13,pic,\N,PIC,Charles,Pic,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,11,30497,2013,13,Singapore Grand Prix,22/09/13,chilton,4,CHI,Max,Chilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,11,32243,2013,13,Singapore Grand Prix,22/09/13,jules_bianchi,17,BIA,Jules,Bianchi,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,12,29040,2013,13,Singapore Grand Prix,22/09/13,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,12,29678,2013,13,Singapore Grand Prix,22/09/13,sutil,99,SUT,Adrian,Sutil,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,13,29031,2013,13,Singapore Grand Prix,22/09/13,webber,\N,WEB,Mark,Webber,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,13,29284,2013,13,Singapore Grand Prix,22/09/13,button,22,BUT,Jenson,Button,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,13,29910,2013,13,Singapore Grand Prix,22/09/13,hulkenberg,27,HUL,Nico,Hülkenberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,13,30161,2013,13,Singapore Grand Prix,22/09/13,garde,\N,VDG,Giedo,van der Garde,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,13,31792,2013,13,Singapore Grand Prix,22/09/13,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,14,29436,2013,13,Singapore Grand Prix,22/09/13,alonso,14,ALO,Fernando,Alonso,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,14,28709,2013,13,Singapore Grand Prix,22/09/13,perez,11,PER,Sergio,Pérez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,15,29212,2013,13,Singapore Grand Prix,22/09/13,rosberg,6,ROS,Nico,Rosberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,15,29702,2013,13,Singapore Grand Prix,22/09/13,grosjean,8,GRO,Romain,Grosjean,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,15,29032,2013,13,Singapore Grand Prix,22/09/13,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,15,32097,2013,13,Singapore Grand Prix,22/09/13,ricciardo,3,RIC,Daniel,Ricciardo,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,16,29966,2013,13,Singapore Grand Prix,22/09/13,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,17,28787,2013,13,Singapore Grand Prix,22/09/13,vettel,5,VET,Sebastian,Vettel,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,20,29667,2013,13,Singapore Grand Prix,22/09/13,resta,\N,DIR,Paul,di Resta,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,23,29823,2013,13,Singapore Grand Prix,22/09/13,jules_bianchi,17,BIA,Jules,Bianchi,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,24,30714,2013,13,Singapore Grand Prix,22/09/13,vergne,25,VER,Jean-Éric,Vergne,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,24,30790,2013,13,Singapore Grand Prix,22/09/13,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,24,31173,2013,13,Singapore Grand Prix,22/09/13,chilton,4,CHI,Max,Chilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
